,CIK,Charter_ID,Date_Coded,Date_Filing,CompanyName,State,FullRestate,EntityType,MultComm,MultCommUnequal,MultPreferred,PreferredVote,PreferredVoteLimited,BlankCheck1,BustBankSHVote,BustBankBoD,ReallocateComPref,UnequalVote,WCterm,WCCond,WCProhibit,SMTerm,SMCond,SMProhibit,StaggeredBd,StaggeredBdPhaseOut,CumulativeVoting,CharterSupMaj,MergerSupMaj,CorpOppDirector,CorpOppOfficer,CorpOppSH,Directors102b7,Officers102b7,IndemnityDirector,IndemnityOfficer,AdvancementDirector,AdvancementOfficer,InsuranceDirector,InsuranceOfficer
5116,904080,904080B20170228,1993-06-02,2016-08-03,STONE ENERGY CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5117,904080,904080C20170228,2001-02-01,2016-08-03,STONE ENERGY CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5118,904080,904080D20170228,2015-05-21,2016-08-03,STONE ENERGY CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5119,904080,904080E20170228,2016-05-20,2016-08-03,STONE ENERGY CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5120,904080,904080F20170228,2016-06-10,2016-08-03,STONE ENERGY CORP,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5121,904080,904080G20170228,2017-02-28,2017-02-28,STONE ENERGY CORP,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,Prohibit,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
5122,904163,904163A20000512,1979-01-03,2009-04-09,AMERICAN NATIONAL INSURANCE CO  TX,TX,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,Prohibit,N,N,N,N,N,N,N,N,N,N,N,N,N
5123,904163,904163B20000512,1988-05-27,2009-04-09,AMERICAN NATIONAL INSURANCE CO  TX,TX,N,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,Prohibit,N,N,N,N,N,Y,N,N,N,N,N,N,N
5124,904163,904163C20000512,2000-05-12,2009-04-09,AMERICAN NATIONAL INSURANCE CO  TX,TX,N,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,Prohibit,N,N,N,N,N,Y,N,N,N,N,N,N,N
5125,905895,905895A19980914,1998-09-14,1998-11-16,HOLLYWOOD ENTERTAINMENT CORP,OR,N,Corp,,,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,906111,906111A19970917,1997-09-17,1999-09-17,PEOPLES BANK,CT,Y,,N,,Y,N,,Y,N,N,N,N,Y,N,N,N,,,Y,,N,N,N,N,N,N,Y,N,Require,Require,N,N,N,N
5127,906163,906163A20110225,2011-02-25,2011-02-25,NVR INC,VA,Y,Corp,N,,Y,,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,Y,Require,Require,Allow,Allow,Allow,Allow
5128,906347,906347A20030110,1993-10-13,1996-09-13,NTL INC  DE,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5129,906347,906347B20030110,1996-06-05,1996-09-13,NTL INC  DE,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5130,906347,906347C20030110,1999-04-01,1999-06-03,NTL COMMUNICATIONS CORP,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5131,906347,906347D20030110,2003-01-10,2003-01-10,NTL INC,DE,Y,Corp,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,N,N
5132,907254,907254A20130514,2004-05-04,2004-08-09,"SAUL CENTERS, INC.",MD,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,907254,907254B20130514,2006-05-25,2006-05-30,"SAUL CENTERS, INC.",MD,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,907254,907254C20130514,2013-05-14,2013-05-14,"SAUL CENTERS, INC.",MD,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,907687,907687A20030102,2003-01-02,2003-04-07,ACTEL CORP,CA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
5136,908254,908254A20010525,2001-05-25,2001-05-25,PERFORMANCE FOOD GROUP CO,TN,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5137,908255,908255A20180726,2004-08-06,2004-08-06,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5138,908255,908255B20180726,2008-05-02,2008-05-02,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5139,908255,908255C20180726,2012-04-25,2012-07-26,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5140,908255,908255D20180726,2014-07-31,2014-07-31,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,2017,N,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5141,908255,908255E20180726,2015-05-05,2016-02-11,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,2017,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5142,908255,908255F20180726,2016-04-28,2016-04-28,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,2017,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5143,908255,908255G20180726,2018-07-26,2018-07-26,BORGWARNER INC,DE,Y,,Y,Y,Y,N,,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,2017,N,N,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5144,908440,908440A20010809,1997-07-29,2006-01-09,MANUGISTICS GROUP INC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,908440,908440B20010809,2001-08-09,2006-01-09,MANUGISTICS GROUP INC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,908440,908440C20010809,2006-01-09,2006-01-09,MANUGISTICS GROUP INC,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,N,N,N,N
5147,908652,908652A20010605,2001-06-05,2005-03-16,LANDRYS  RESTAURANTS INC,DE,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,9092,9092A20081023,2008-10-23,2008-10-23,BADGER METER INC,WI,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,Partly,N,N,N,N,N,N,N,N,N,N,N,N
5149,909413,909413A20000711,1995-05-15,1997-04-11,HANOVER COMPRESSOR CO,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Require,Require,Require,Require,,
5150,909413,909413B20000711,1995-08-03,1997-04-11,HANOVER COMPRESSOR CO,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
5151,909413,909413C20000711,1999-12-03,2001-02-05,HANOVER COMPRESSION INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
5152,909413,909413D20000711,1999-12-08,2001-02-05,HANOVER COMPRESSION INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
5153,909413,909413E20000711,2000-07-11,2001-02-05,HANOVER COMPRESSOR CO,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,Require,Require,N,N
5154,909791,909791A20090814,1993-09-30,2003-08-04,ULTRATECH INC,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5155,909791,909791B20090814,1995-05-17,2003-08-04,ULTRATECH INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5156,909791,909791B20090814,1995-05-17,2003-08-04,ULTRATECH INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5157,909791,909791D20090814,2003-06-10,2003-08-04,ULTRATECH INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5158,909791,909791E20090814,2009-08-14,2009-11-05,ULTRATECH INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,Y,2011,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5159,910073,910073A20160426,2001-05-09,2001-05-11,NEW YORK COMMUNITY BANCORP INC,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5160,910073,910073B20160426,2003-05-14,2004-03-15,NEW YORK COMMUNITY BANCORP INC,DE,N,Corp,N,,Y,N,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5161,910073,910073C20160426,2003-11-06,2004-03-15,NEW YORK COMMUNITY BANCORP INC,DE,N,Corp,N,,Y,N,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5162,910073,910073D20160426,2016-04-26,2016-04-26,NEW YORK COMMUNITY BANCORP INC,DE,N,Corp,N,,Y,N,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5163,910322,910322A20060920,1993-06-14,1998-09-10,ASTORIA FINANCIAL CORP,DE,Y,,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5164,910322,910322B20060920,2006-09-05,2006-09-11,ASTORIA FINANCIAL CORP,DE,N,,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5165,910322,910322C20060920,2006-09-20,2006-09-22,ASTORIA FINANCIAL CORP,DE,N,,N,,Y,N,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,Require,Require,Allow,Allow
5166,910406,910406A20000530,2000-05-30,2000-04-24,HAIN CELESTIAL GROUP INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,N,N,N,,,N,,N,N,N,N,N,N,Y,N,Allow,Allow,N,N,N,N
5167,910612,910612A20170301,1993-11-02,2011-05-04,CBL   ASSOCIATES PROPERTIES INC,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,2014,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5168,910612,910612B20170301,2017-03-01,2017-03-01,CBL   ASSOCIATES PROPERTIES INC,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,N,,,Y,2014,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5169,910638,910638A20130521,2004-05-19,2004-08-05,3D SYSTEMS CORP,DE,N,Corp,,,,,,,,,,,,,,,,,Y,2005,,,,,,,,,,,,,,
5170,910638,910638B20130521,2005-05-17,2005-08-01,3D SYSTEMS CORP,DE,N,Corp,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
5171,910638,910638C20130521,2011-10-07,2011-10-07,3D SYSTEMS CORP,DE,N,Corp,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
5172,910638,910638D20130521,2013-05-21,2013-05-21,3D SYSTEMS CORP,DE,N,Corp,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
5173,911109,911109A20150914,1997-11-19,1998-03-27,MOBILE MINI INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5174,911109,911109B20150914,2000-07-20,2000-08-14,MOBILE MINI INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5175,911109,911109C20150914,2008-06-26,2008-07-01,MOBILE MINI INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5176,911109,911109D20150914,2015-09-14,2015-09-15,MOBILE MINI INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,2017,Prohibit,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5177,91142,91142A20160411,1995-03-31,1995-05-12,SMITH A O CORP,DE,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5178,91142,91142B20160411,2000-10-10,2006-08-03,SMITH A O CORP,DE,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5179,91142,91142C20160411,2009-04-22,2009-04-23,SMITH A O CORP,DE,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5180,91142,91142D20160411,2014-02-20,2014-02-20,SMITH A O CORP,DE,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5181,91142,91142E20160411,2016-04-11,2016-05-09,SMITH A O CORP,DE,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,Partly,Y,N,N,N,Y,N,N,N,N,N,N,N
5182,912093,912093A20181114,1999-06-28,2013-11-18,VIAVI SOLUTIONS INC.,DE,Y,,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,N,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,N,N
5183,912093,912093B20181114,2008-07-23,2008-08-26,VIAVI SOLUTIONS INC.,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,N,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,N,N
5184,912093,912093C20181114,2011-08-25,2011-08-29,VIAVI SOLUTIONS INC.,DE,N,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,N,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,N,N
5185,912093,912093D20181114,2018-11-14,2018-11-20,VIAVI SOLUTIONS INC.,DE,Y,,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,N,N,N,N,N,Y,N,Allow,Allow,Allow,Allow,N,N
5186,912242,912242A20190430,1998-02-20,1998-04-07,MACERICH CO,MD,N,Corp,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5187,912242,912242B20190430,1998-06-15,1998-07-15,MACERICH CO,MD,N,Corp,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5188,912242,912242D20190430,2002-07-01,2002-08-09,MACERICH CO,MD,N,Corp,,,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5189,912242,912242C20190430,2002-05-20,2002-05-21,MACERICH CO,MD,N,Corp,,,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5190,912242,912242E20190430,2009-02-09,2009-02-27,MACERICH CO,MD,N,Corp,,,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5191,912242,912242E20190430,2009-02-09,2009-02-27,MACERICH CO,MD,N,Corp,,,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,
5192,912242,912242G20190430,2014-05-30,2014-06-02,MACERICH CO,MD,N,Corp,,,Y,Y,Y,,,,,,,,,,,,,,,Partly,N,,,,,,,,,,,
5193,912242,912242H20190430,2015-03-17,2015-03-17,MACERICH CO,MD,N,Corp,,,Y,Y,N,,,,,,,,,,,,,,,Partly,Y,,,,,,,,,,,
5194,912242,912242H20190430,2015-03-17,2015-03-17,MACERICH CO,MD,N,Corp,,,Y,Y,N,,,,,,,,,,,,,,,Partly,Y,,,,,,,,,,,
5195,912242,912242J20190430,2015-05-07,2015-05-12,MACERICH CO,MD,N,Corp,,,Y,Y,N,,,,,,,,,,,,,,,Partly,Y,,,,,,,,,,,
5196,912242,912242K20190430,2015-05-29,2015-06-01,MACERICH CO,MD,N,Corp,,,Y,Y,N,,,,,,,,,,,,,,,Partly,Y,,,,,,,,,,,
5197,912242,912242L20190430,2019-04-30,2019-04-30,MACERICH CO,MD,N,Corp,,,Y,Y,N,,,,,,,,,,,,,,,Partly,Y,,,,,,,,,,,
5198,912263,912263A20010524,2001-05-24,2012-04-12,TALBOTS INC,DE,N,Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,912513,912513A19970513,1993-12-17,1996-11-12,CYTEC INDUSTRIES INC DE,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5200,912513,912513B19970513,1997-05-13,1998-02-04,CYTEC INDUSTRIES INC DE,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5201,912750,912750A20150722,2015-07-22,2015-07-27,NEWFIELD EXPLORATION CO  DE,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,N,N,,,N,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5202,912752,912752A19980814,1996-09-11,1996-09-11,SINCLAIR BROADCAST GROUP INC,MD,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Prohibit,N,N,N,N,N,N,N,Require,Require,N,N,N,N
5203,912752,912752B19980814,1998-08-14,1998-08-14,SINCLAIR BROADCAST GROUP INC,MD,Y,Corp,Y,Y,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Prohibit,N,N,N,N,N,N,N,Require,Require,N,N,N,N
5204,912766,912766A20170131,2017-01-31,2017-01-31,LAUREATE EDUCATION  INC,DE,Y,Corp,Y,Y,Y,N,,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,,Prohibit,Y,Y,Y,Y,,Y,N,Allow,Allow,N,N,N,N
5205,912767,912767A19930925,1993-09-25,2017-04-27,UFP INDUSTRIES INC,MI,Y,,N,,Y,N,,Y,N,N,N,N,Y,N,N,N,,,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,Allow,Allow
5206,912908,912908A20070209,2007-02-09,2007-02-15,FOAMEX INTERNATIONAL INC,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,,N,Partly,N,N,N,N,Y,N,Require,Require,Allow,Allow,Allow,Allow
5207,913077,913077A20000612,1999-06-15,1999-07-12,AFFYMETRIX INC,DE,Y,Corp,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,N,N,N,N,N,Y,N,Allow,N,N,N,N,N
5208,913077,913077B20000612,2000-06-12,2000-06-13,AFFYMETRIX INC,DE,Y,Corp,N,,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,,N,N,N,N,N,N,Y,N,Allow,N,N,N,N,N
5209,913142,913142A19961211,1996-12-11,2008-02-29,BELDEN INC.,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
5210,913142,913142A19961211,1996-12-11,2008-02-29,BELDEN INC.,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
5211,913142,913142C19961211,2004-07-15,2004-07-16,BELDEN INC.,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,Y,Y,N,N,,N,Partly,N,N,N,N,Y,N,N,N,N,N,N,N
5212,91388,91388A20130926,1997-07-24,1997-09-05,SMITHFIELD FOODS INC,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,Y,Require,Require,Require,Require,Allow,Allow
5213,91388,91388B20130926,2001-08-29,2001-09-12,SMITHFIELD FOODS INC,VA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,Y,Require,Require,Require,Require,Allow,Allow
5214,91388,91388C20130926,2009-08-27,2009-09-11,SMITHFIELD FOODS INC,VA,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,N,,,N,,,Y,,N,Partly,N,N,N,N,Y,Y,Require,Require,Require,Require,Allow,Allow
5215,91388,91388D20130926,2013-09-26,2013-09-26,SMITHFIELD FOODS INC,VA,Y,Corp,N,,N,N,,N,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,Y,Require,Require,Require,Require,Allow,Allow
5216,913885,913885A20090804,1996-09-26,1997-02-18,TRIQUINT SEMICONDUCTOR INC,CA,Y,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5217,913885,913885D20090804,2001-07-01,2001-06-12,TRIQUINT SEMICONDUCTOR INC,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5218,913885,913885B20090804,2001-06-11,2001-06-12,TRIQUINT SEMICONDUCTOR INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,,N,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5219,913885,913885B20090804,2001-06-11,2001-06-12,TRIQUINT SEMICONDUCTOR INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,,N,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5220,913885,913885E20090804,2009-08-04,2009-08-04,TRIQUINT SEMICONDUCTOR INC,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,,,N,,N,N,N,N,N,N,Y,N,Require,Require,N,N,N,N
5221,913949,913949A20000811,1994-08-17,2001-08-20,MACROMEDIA INC,DE,Y,Corp,N,,Y,N,,Y,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5222,913949,913949B20000811,1995-09-21,2001-08-20,MACROMEDIA INC,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5223,913949,913949B20000811,1995-09-21,2001-08-20,MACROMEDIA INC,DE,N,Corp,N,,Y,N,,Y,Y,N,N,N,N,,,N,,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
5224,91419,91419A20130828,2013-08-28,2013-08-28,SMUCKER J M CO,OH,Y,,N,,Y,N,,Y,N,N,N,N,N,,,N,,,N,,Prohibit,Partly,N,N,N,N,N,N,N,N,N,N,N,N
5225,914536,914536A20100223,1993-10-27,1996-11-12,SFN Group Inc.,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5226,914536,914536B20100223,1996-09-10,1996-11-12,SFN Group Inc.,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5227,914536,914536C20100223,1998-05-18,1998-08-03,SFN Group Inc.,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5228,914536,914536D20100223,1998-08-03,1998-08-03,SFN Group Inc.,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5229,914536,914536E20100223,2000-07-07,2000-07-07,SFN Group Inc.,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5230,914536,914536E20100223,2000-07-07,2000-07-07,SFN Group Inc.,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5231,914536,914536G20100223,2004-05-19,2004-08-03,SFN Group Inc.,DE,Y,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5232,914536,914536H20100223,2010-02-23,2010-02-23,SFN Group Inc.,DE,N,Corp,N,,Y,N,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,N,Partly,N,N,N,N,Y,N,Require,Require,N,N,N,N
5233,914712,914712A20180412,1993-11-08,1999-08-12,CMG INFORMATION SERVICES INC,DE,Y,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
5234,914712,914712B20180412,1996-03-22,1996-06-14,CMG INFORMATION SERVICES INC,DE,N,Corp,N,,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,,N,Partly,Y,N,N,N,Y,N,Require,Require,N,N,N,N
